tag,x,y
"서울대입구헬스장",818,0.01
"서울대입구원룸",177,0.01
"서울대입구맛집추천",2027,0
"서울대입구역맛집추천",2038,0
"서울대입구피부관리실",45,0
"서울대입구쌀국수",147,0
"서울대입구피부관리",13,0
"서울대입구치과",67,0
"올리브영서울대입구중앙점",223,0
"서울대입구가죽공방",150,0
"서울대입구역태닝",314,0
"선릉",229,0.37
"선릉반영구",1036,0.03
"선릉눈썹문신",1044,0.03
"선릉역맛집",1219,0.19
"선릉속눈썹",1116,0.02
"선릉맛집",1962,0.2
"선릉역",853,0.1
"선릉왁싱",406,0.02
"선릉카페",954,0.02
"선릉술집",1750,0.01
"선릉역고기집",4098,0.05
"선릉회식",3127,0
"선릉미용실",625,0.01
"선릉고기집",1252,0.04
"선릉역카페",687,0.01
"선릉역술집",1678,0
"선릉역데이트",2185,0.05
"선릉역반영구",1709,0
"아펠가모선릉",314,0
"선릉공원",176,0
"선릉자연눈썹",779,0
"선릉역매운떡볶이",3710,0
"선릉호빠",1255,0.99
"선릉점심",448,0
"선릉반영구화장",706,0
"선릉눈썹",407,0
"선릉맛집추천",425,0
"선릉역4번출구",242,0
"끌리메선릉점",815,0
"선릉역왁싱",283,0
"선릉역5번출구",503,0
"선릉역맥주",3102,0
"선릉맘",182,0
"선릉고깃집",439,0
"선릉요가",219,0
"선릉역눈썹문신",925,0
"선릉아펠가모",234,0
"선릉안마",0,0
"선릉밥집",395,0
"선릉카페추천",159,0
"선릉역떡볶이",506,0
"선릉과정릉",158,0
"선릉역자연눈썹",437,0
"선릉로",185,0
"선릉역2번출구",41,0
"선릉역반영구화장",38,0
"선릉역디저트",106,0
"선릉동",25,0
"선릉매운떡볶이",374,0
"선릉역파스타",153,0
"선릉가죽공방",179,0
"선릉떡볶이",111,0
"선릉댄스",72,0
"선릉바",762,0
"선릉고기",98,0
"선릉역전자담배",32,0
"선릉룸싸롱",3,0
"선릉백마",1,0
"선릉역사무실",58,0
"한스헤어선릉",43,0
"선릉동맛집",96,0
"선릉풀싸롱",1,0
"선릉역남자눈썹",52,0
"선릉혼술",17,0
"선릉야구장",7,0
"선릉식당",101,0
"선릉건마",7,0
"선릉오피",146,0
"선릉1인샵",15,0
"선릉매직미러",4,0
"선릉풀사롱",27,0
"성수동",1069,1.07
"성수동카페",591,1.01
"성수동맛집",900,0.21
"성수카페",723,0.21
"성수",921,0.24
"성수맛집",1062,0.12
"성수동핫플레이스",1064,0.05
"성수동데이트",697,0.03
"성수역",785,0.06
"성수동핫플",496,0.03
"성수역맛집",1228,0.04
"성수역카페",672,0.02
"성수동카페거리",612,0.03
"성수동디저트",659,0.02
"성수동수제화",299,0.02
"성수핫플",884,0.01
"성수동술집",816,0.01
"성수동카페추천",1194,0
"성수데이트",583,0.01
"성수동나들이",372,0.01
"성수카페거리",316,0.01
"성수동옷가게",164,0.01
"성수동어니언",453,0
"성수동속눈썹",799,0
"성수족발",664,0.01
"성수핫플레이스",191,0
"성수동브런치",632,0
"소문난성수감자탕",579,0
"성수동요가",154,0
"성수동가죽공방",208,0
"성수동전시",172,0
"성수동스무디",104,0
"성수동수제화거리",210,0
"성수수제화",664,0
"성수동갤러리",170,0
"띵굴성수",106,0
"성수맥주",489,0
"성수동루프탑",205,0
"성수동가볼만한곳",552,0
"성수동공장",281,0
"이마트성수점",912,0
"성수가죽공방",100,0
"성수맛집추천",114,0
"성수동2가",169,0
"성수브런치",93,0
"성수역3번출구",337,0
"여성수제화쇼핑몰",70,0
"성수동간판",440,0
foodstagram,215,5.6
instafood,243,6.24
food,390,5.1
"도시락",930,1.95
"맛스타",786,2.07
"맛스타그램",408,4.55
"맛있다그램",496,1.3
"맛집스타그램",1432,1.88
"연남동맛집",1374,0.83
"홍대맛집",1146,1.77
"맛집",589,4.2
"맛집추천",1271,0.77
"이태원맛집",959,1.01
"역삼동맛집",2040,0.16
"신촌맛집",925,0.71
"강남맛집",1911,1.08
"샤로수길맛집",1639,0.16
"홍대맛집추천",1425,0.16
"강남맛집추천",1979,0.07
"신촌맛집추천",3261,0.13
"이태원맛집추천",669,0.06
"잠실맛집추천",789,0.02
"연남동맛집추천",1343,0.03
"합정맛집추천",2363,0.01
"강남역맛집추천",780,0.06
"망원동맛집추천",790,0
"맛집탐방",497,0.71
