tag,x,y
"낙성대네일",14387,901
"낙성대꽃집",7016,407
"낙성대카페",14033,557
"낙성대역",21012,206
"낙성대미용실",10182,458
"낙성대속눈썹",3654,1108
"낙성대공원",6996,362
"낙성대역미용실",2172,128
"낙성대동",4188,222
"낙성대태닝",74,159
"낙성대족발",123,378
"낙성대연극",255,16
"당산",98881,568
"당산역",39467,570
"당산맛집",37339,1127
"당산역맛집",17887,1211
"당산동",20980,1320
"당산미용실",3174,1273
"당산역카페",2178,633
"당산헬스",2708,748
"당산빵집",744,603
"당산다이어트",205,51
"당산떡집",252,5
"당산안경",45,19
"대림",41657,587
"성수동대림창고",4193,820
"대림동",19841,464
"대림역",13720,499
"대림맛집",6446,1157
"대림동맛집",5929,195
"대림역맛집",2514,256
"대림훠궈",217,183
"대림동속눈썹",611,31
"대림웨딩홀",340,35
"대림맛집추천",41,83
"동대문역사문화공원",48282,773
"동대문역사문화공원역",11153,776
"동대문역사문화공원맛집",1593,653
"동대문역사문화공원역맛집",1338,1374
"뚝섬",257453,161
"뚝섬유원지",203887,286
"뚝섬카페",31416,467
"뚝섬맛집",27150,1375
"뚝섬한강공원",26298,492
"뚝섬역",42690,474
"뚝섬역맛집",20626,1093
"뚝섬역카페",9873,408
"뚝섬유원지맛집",2951,787
"뚝섬데이트",708,212
"한강뚝섬",1021,74
"뚝섬술집",281,61
"뚝섬역자전거매장",371,14
"뚝섬나들이",341,154
"뚝섬캔들공방",78,121
"백종원의골목식당뚝섬",15,56
"뚝섬역8번출구",135,40
"문래",57739,1088
"문래동",126235,827
"문래동맛집",46885,535
"문래창작촌",47732,999
"문래맛집",27797,575
"문래역",17280,969
"문래동꽃집",6865,167
"올드문래",13150,250
"문래술집",1300,392
"문래동루프탑",142,43
"문래창작촌꽃집",177,27
"문래동곱창",723,259
"문래떡집",214,20
"밀크티",788987,629
"방배",144176,854
"방배동",229319,864
"방배동맛집",50105,1070
"방배동카페",26923,504
"방배맛집",21987,278
"방배동미용실",10012,546
"방배동꽃집",42689,486
"방배미용실",7516,2134
"방배꽃집",16429,373
"방배카페",8123,1135
"방배역",55069,289
"방배맘",4883,444
"방배역미용실",5117,1058
"방배동카페골목",18841,228
"방배네일",16131,208
"방배동네일",14801,228
"방배사이길",13393,236
"방배역맛집",7748,660
"방배카페골목",6839,376
"방배동속눈썹펌",1414,875
"방배동pt",2650,2053
"방배동인테리어",1933,320
"방배동꽃배달",1055,248
"방배동핫플",1117,306
"준오헤어방배2호점",1478,1303
"방배pt",3339,166
"방배점",2551,214
"방배동피부관리실",1371,429
"방배동술집",2002,178
"방배헬스",3267,128
"방배호빠",88783,1422
"방배동카페거리",973,244
"방배동헬스",3045,854
"방배타투",2732,198
"방배동사이길",3573,146
"방배동성당",1305,355
"방배카페거리",759,179
"새마을휘트니스방배점",3618,126
"방배동타투",852,113
"방배동맘",668,208
"방배술집",457,173
"방배피티",708,162
"방배스튜디오",568,114
"방배역치과",790,43
"방배동헤어샵",569,82
"방배동원룸",25,748
"팀방배",229,56
"방배동족발",580,39
"방배조개창고",569,57
"방배동보쌈",418,17
"방배동42길",317,64
"방배웨딩홀",50,56
"방배동성인용품",110,5
"방배1호점",19,50
"방배동안경",26,12
"방배동pc방",13,14
"봉천동",61484,420
"봉천",66064,259
"봉천동맛집",22610,315
"봉천동꽃집",5385,451
"봉천맛집",6222,526
"봉천역맛집",7693,486
"봉천속눈썹",2871,1071
"봉천역",17846,709
"봉천애견미용",1368,218
"봉천동원룸",1503,217
"봉천동태닝",1152,268
"봉천동족발",1082,180
"봉천예술관",1221,94
"봉천동인테리어",616,107
"봉천역속눈썹",41,1048
"봉천동야식",607,9
"봉천동보쌈",486,8
"봉천황소곱창",55,41
"사당",338408,455
"사당맛집",100689,542
"사당역",106355,436
"사당역맛집",39938,1500
"사당네일",23745,602
"사당족발",1120,222
"국회의사당",106136,688
"사당카페",23047,587
"사당눈썹문신",9686,4622
"국회의사당맛집",4931,384
"사당반영구",12621,1505
"사당속눈썹",15053,839
"사당미용실",11135,884
"사당역카페",10831,547
"사당동",38631,398
"사당꽃집",13472,239
"사당술집",7341,963
"사당속눈썹펌",3229,929
"사당역미용실",5938,1838
"사당댄스학원",1238,2857
"국회의사당역",10149,225
"사당댄스",489,2762
"사당메이크업",1671,348
"사당눈썹",625,348
"사당동맛집",9087,1265
"사당역술집",7045,970
"사당동네일",6414,150
"사당동카페",5627,606
"사당맛집추천",2936,455
"사당맘",3814,238
"국회의사당역맛집",2513,683
"사당역데이트",588,523
"사당연습실",4383,206
"사당동떡집",1318,1062
"사당허벌라이프",1382,259
"사당다이어트",663,219
"사당점핑",921,178
"사당맥주",545,101
"사당곱창",811,72
"사당호빠",266421,317
"사당피부관리",861,208
"사당역맛집추천",560,547
"사당역고기집",841,498
"사당태닝",206,359
"사당원룸",369,30
"사당역요가",340,236
"사당웨딩홀",174,97
"사당허벌",168,175
"사당마사지",3321,33
"사당역피부관리",54,292
"사당포장",31,75
"사당키스방",6459,26
"사당동성인용품",323,5
"사당역만화카페",38,11
"사당동웨딩홀",21,19
"삼성역",312676,280
"삼성역맛집",44156,1149
"삼성역카페",8775,911
"삼성역회식",880,2027
"삼성역술집",1127,1297
"삼성역맛집추천",1044,203
"이대삼성홀",3866,597
"삼성역헬스",640,402
"삼성역포토스팟",50,211
"상왕십리",23754,669
"상왕십리맛집",4817,1377
"상왕십리미용실",2341,765
"상왕십리역",4848,423
"상왕십리역맛집",1198,1066
"상왕십리스타벅스",21,24
"서울대입구",359342,1089
"서울대입구역",97924,242
"서울대입구맛집",109310,686
"서울대입구역맛집",32388,2960
"서울대입구네일",32054,940
"서울대입구카페",20827,1067
"서울대입구미용실",12426,1272
"서울대입구꽃집",8373,464
"서울대입구역꽃집",5282,499
"서울대입구속눈썹",12688,705
"서울대입구네일샵",16788,323
"서울대입구속눈썹연장",3693,707
"서울대입구역미용실",4794,224
"서울대입구역네일",4934,247
"서울대입구헬스",5940,1520
"서울대입구헬스장",4403,818
"서울대입구원룸",2415,177
"서울대입구맛집추천",1372,2027
"서울대입구역맛집추천",1458,2038
"서울대입구피부관리실",1410,45
"서울대입구쌀국수",2397,147
"서울대입구피부관리",1397,13
"서울대입구치과",1566,67
"올리브영서울대입구중앙점",1022,223
"서울대입구가죽공방",38,150
"서울대입구역태닝",32,314
"선릉",594763,229
"선릉반영구",23931,1036
"선릉눈썹문신",13501,1044
"선릉역맛집",92406,1219
"선릉속눈썹",14853,1116
"선릉맛집",128745,1962
"선릉역",169184,853
"선릉왁싱",21372,406
"선릉카페",12209,954
"선릉술집",7642,1750
"선릉역고기집",8074,4098
"선릉회식",9083,3127
"선릉미용실",8819,625
"선릉고기집",6931,1252
"선릉역카페",6309,687
"선릉역술집",3482,1678
"선릉역데이트",6512,2185
"선릉역반영구",1678,1709
"아펠가모선릉",1537,314
"선릉공원",8627,176
"선릉자연눈썹",1645,779
"선릉역매운떡볶이",2159,3710
"선릉호빠",221750,1255
"선릉점심",5809,448
"선릉반영구화장",420,706
"선릉눈썹",423,407
